op,graph_name,family,tsol,dtype,physical_storage,accumulators,frontend,graph_ir,schedule_ir,tile_ir,cpu,x86,apple_cpu,apple_gpu,nvidia_sm120,rocm_gfx1151,rocm_gfx1200,rocm_gfx1250,rocm_gfx1251,gaps
view,tessera.view,layout_transform,no,bf16,bf16,fp64,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
view,tessera.view,layout_transform,no,fp32,fp32,fp64,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
cholesky,tessera.cholesky,linalg_decomposition,yes,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
lu,tessera.lu,linalg_decomposition,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
qr,tessera.qr,linalg_decomposition,yes,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
svd,tessera.svd,linalg_decomposition,yes,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
cholesky_solve,tessera.cholesky_solve,linalg_solver,no,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
tri_solve,tessera.tri_solve,linalg_solver,yes,fp32,fp32,fp64,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
bitwise_and,tessera.bitwise_and,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
bitwise_and,tessera.bitwise_and,logical,no,int32,int32,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
bitwise_not,tessera.bitwise_not,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
bitwise_not,tessera.bitwise_not,logical,no,int32,int32,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
bitwise_or,tessera.bitwise_or,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
bitwise_or,tessera.bitwise_or,logical,no,int32,int32,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
bitwise_xor,tessera.bitwise_xor,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
bitwise_xor,tessera.bitwise_xor,logical,no,int32,int32,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
logical_and,tessera.logical_and,logical,no,bool,bool,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
logical_and,tessera.logical_and,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
logical_and,tessera.logical_and,logical,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
logical_not,tessera.logical_not,logical,no,bool,bool,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
logical_not,tessera.logical_not,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
logical_not,tessera.logical_not,logical,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
logical_or,tessera.logical_or,logical,no,bool,bool,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
logical_or,tessera.logical_or,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
logical_or,tessera.logical_or,logical,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
logical_xor,tessera.logical_xor,logical,no,bool,bool,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
logical_xor,tessera.logical_xor,logical,no,fp32,fp32,int32,public,registered,complete,reference,reference,unsupported,reference,absent,absent,unsupported,absent,absent,absent,physical/direct_test
logical_xor,tessera.logical_xor,logical,no,int32,int32,int32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
batched_gemm,tessera.batched_gemm,loop_nest,yes,bf16,bf16,fp32,public,registered,complete,fused,reference,unsupported,unsupported,device_verified_jit,unsupported,device_verified_jit,absent,absent,absent,
batched_gemm,tessera.batched_gemm,loop_nest,yes,fp16,fp16,fp32,public,registered,complete,fused,reference,unsupported,unsupported,device_verified_jit,unsupported,device_verified_jit,absent,absent,absent,
batched_gemm,tessera.batched_gemm,loop_nest,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,fused,device_verified_jit,artifact_only,unsupported,absent,absent,absent,
dequant_grouped_gemm,tessera.dequant_grouped_gemm,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
dequant_grouped_gemm,tessera.dequant_grouped_gemm,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,absent,absent,device_verified_jit,absent,absent,absent,
dequant_matmul,tessera.dequant_matmul,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
dequant_matmul,tessera.dequant_matmul,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,fused,absent,device_verified_jit,absent,absent,absent,
es_low_rank_correction,tessera.es_low_rank_correction,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
factorized_matmul,tessera.factorized_matmul,loop_nest,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,unsupported,device_verified_jit,absent,absent,absent,
factorized_matmul,tessera.factorized_matmul,loop_nest,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,unsupported,device_verified_jit,absent,absent,absent,
factorized_matmul,tessera.factorized_matmul,loop_nest,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,artifact_only,unsupported,absent,absent,absent,
gemm,tessera.matmul,loop_nest,yes,bf16,bf16,bf16/fp32,public,registered,complete,fused,reference,fused,fused,reference,artifact_only,device_verified_abi,artifact_only,artifact_only,artifact_only,
gemm,tessera.matmul,loop_nest,yes,fp16,fp16,fp16/fp32,public,registered,complete,fused,reference,unsupported,fused,reference,artifact_only,device_verified_abi,artifact_only,artifact_only,artifact_only,
gemm,tessera.matmul,loop_nest,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,fused,fused,reference,artifact_only,unsupported,legal_only,artifact_only,artifact_only,direct_test
gemm,tessera.matmul,loop_nest,yes,fp4_e2m1,fp4_e2m1,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,unsupported,planned_gated,planned_gated,direct_test
gemm,tessera.matmul,loop_nest,yes,fp64,fp64,fp64,public,registered,complete,fused,unsupported,fused,unsupported,unsupported,artifact_only,unsupported,unsupported,unsupported,planned_gated,direct_test
gemm,tessera.matmul,loop_nest,yes,fp6_e2m3,fp6_e2m3,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,unsupported,planned_gated,planned_gated,direct_test
gemm,tessera.matmul,loop_nest,yes,fp6_e3m2,fp6_e3m2,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,unsupported,planned_gated,planned_gated,direct_test
gemm,tessera.matmul,loop_nest,yes,fp8_e4m3,fp8_e4m3,fp16/fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,artifact_only,artifact_only,artifact_only,direct_test
gemm,tessera.matmul,loop_nest,yes,fp8_e5m2,fp8_e5m2,fp16/fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,artifact_only,artifact_only,artifact_only,direct_test
gemm,tessera.matmul,loop_nest,yes,int4,int4,int32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,artifact_only,unsupported,unsupported,direct_test
gemm,tessera.matmul,loop_nest,yes,int8,int8,int32,public,registered,complete,fused,unsupported,fused,unsupported,unsupported,artifact_only,unsupported,artifact_only,artifact_only,artifact_only,direct_test
gemm,tessera.matmul,loop_nest,yes,nvfp4,nvfp4,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,artifact_only,unsupported,unsupported,unsupported,unsupported,direct_test
grouped_gemm,tessera.grouped_gemm,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
grouped_gemm,tessera.grouped_gemm,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,fused,absent,absent,absent,absent,absent,
latent_kv_compress,tessera.latent_kv_compress,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
latent_kv_compress,tessera.latent_kv_compress,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,absent,absent,absent,absent,
latent_kv_expand_k,tessera.latent_kv_expand_k,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
latent_kv_expand_k,tessera.latent_kv_expand_k,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,absent,absent,absent,absent,
latent_kv_expand_v,tessera.latent_kv_expand_v,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
latent_kv_expand_v,tessera.latent_kv_expand_v,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,absent,absent,absent,absent,
matmul,tessera.matmul,loop_nest,yes,bf16,bf16,bf16/fp32,public,registered,complete,fused,reference,device_verified_jit,fused,fused,device_verified_abi,device_verified_abi,artifact_only,artifact_only,artifact_only,
matmul,tessera.matmul,loop_nest,yes,fp16,fp16,fp16/fp32,public,registered,complete,fused,reference,unsupported,fused,fused,device_verified_abi,device_verified_abi,artifact_only,artifact_only,artifact_only,
matmul,tessera.matmul,loop_nest,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,fused,fused,device_verified_abi,unsupported,legal_only,artifact_only,artifact_only,
matmul,tessera.matmul,loop_nest,yes,fp4_e2m1,fp4_e2m1,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,planned_gated,planned_gated,tile/physical/direct_test
matmul,tessera.matmul,loop_nest,yes,fp64,fp64,fp64,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,planned_gated,
matmul,tessera.matmul,loop_nest,yes,fp6_e2m3,fp6_e2m3,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,planned_gated,planned_gated,tile/physical/direct_test
matmul,tessera.matmul,loop_nest,yes,fp6_e3m2,fp6_e3m2,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,planned_gated,planned_gated,tile/physical/direct_test
matmul,tessera.matmul,loop_nest,yes,fp8_e4m3,fp8_e4m3,fp16/fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_abi,unsupported,artifact_only,artifact_only,artifact_only,
matmul,tessera.matmul,loop_nest,yes,fp8_e5m2,fp8_e5m2,fp16/fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_abi,unsupported,artifact_only,artifact_only,artifact_only,
matmul,tessera.matmul,loop_nest,yes,int4,int4,int32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,unsupported,device_verified_abi,artifact_only,unsupported,unsupported,
matmul,tessera.matmul,loop_nest,yes,int8,int8,int32,public,registered,complete,fused,unsupported,device_verified_jit,unsupported,unsupported,unsupported,device_verified_abi,artifact_only,artifact_only,artifact_only,
matmul,tessera.matmul,loop_nest,yes,nvfp4,nvfp4,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,tile/physical/direct_test
moe_swiglu_block,tessera.moe_swiglu_block,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
moe_swiglu_block,tessera.moe_swiglu_block,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,fused,absent,absent,absent,absent,absent,
quantized_matmul,tessera.quantized_matmul,loop_nest,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
quantized_matmul,tessera.quantized_matmul,loop_nest,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,absent,absent,absent,absent,absent,
quantized_matmul,tessera.quantized_matmul,loop_nest,no,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,device_verified_abi,absent,absent,absent,absent,absent,
asymmetric_bce,tessera.loss.asymmetric_bce,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
asymmetric_bce,tessera.loss.asymmetric_bce,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
asymmetric_bce,tessera.loss.asymmetric_bce,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
binary_cross_entropy_loss,tessera.loss.binary_cross_entropy,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
binary_cross_entropy_loss,tessera.loss.binary_cross_entropy,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
binary_cross_entropy_loss,tessera.loss.binary_cross_entropy,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
contrastive_divergence_loss,tessera.loss.contrastive_divergence,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
contrastive_divergence_loss,tessera.loss.contrastive_divergence,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
cross_entropy_loss,tessera.loss.cross_entropy,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,unsupported,absent,absent,absent,
cross_entropy_loss,tessera.loss.cross_entropy,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,unsupported,absent,absent,absent,
cross_entropy_loss,tessera.loss.cross_entropy,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
ddpm_noise_pred_loss,tessera.loss.ddpm_noise_pred,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ddpm_noise_pred_loss,tessera.loss.ddpm_noise_pred,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
denoising_score_matching_loss,tessera.loss.denoising_score_matching,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
denoising_score_matching_loss,tessera.loss.denoising_score_matching,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
huber_loss,tessera.loss.huber,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
huber_loss,tessera.loss.huber,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
huber_loss,tessera.loss.huber,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
implicit_score_matching_loss,tessera.loss.implicit_score_matching,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
implicit_score_matching_loss,tessera.loss.implicit_score_matching,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
js_divergence,tessera.loss.js_divergence,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,unsupported,absent,absent,absent,
js_divergence,tessera.loss.js_divergence,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,unsupported,absent,absent,absent,
js_divergence,tessera.loss.js_divergence,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
kl_divergence,tessera.loss.kl_divergence,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,unsupported,absent,absent,absent,
kl_divergence,tessera.loss.kl_divergence,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,unsupported,absent,absent,absent,
kl_divergence,tessera.loss.kl_divergence,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
label_smoothed_cross_entropy,tessera.loss.cross_entropy,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,unsupported,absent,absent,absent,
label_smoothed_cross_entropy,tessera.loss.cross_entropy,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,device_verified_jit,unsupported,absent,absent,absent,
label_smoothed_cross_entropy,tessera.loss.cross_entropy,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,device_verified_jit,device_verified_jit,absent,absent,absent,
load_balance_loss,tessera.loss.load_balance_loss,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
load_balance_loss,tessera.loss.load_balance_loss,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
log_cosh_loss,tessera.loss.log_cosh,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
log_cosh_loss,tessera.loss.log_cosh,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,absent,device_verified_jit,absent,absent,absent,
log_cosh_loss,tessera.loss.log_cosh,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
mae_loss,tessera.loss.mae,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
mae_loss,tessera.loss.mae,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
mae_loss,tessera.loss.mae,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
mse_loss,tessera.loss.mse,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
mse_loss,tessera.loss.mse,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
mse_loss,tessera.loss.mse,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
persistent_cd_loss,tessera.loss.persistent_cd,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
persistent_cd_loss,tessera.loss.persistent_cd,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
score_matching_loss,tessera.loss.score_matching,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
score_matching_loss,tessera.loss.score_matching,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
smooth_l1_loss,tessera.loss.smooth_l1,loss,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
smooth_l1_loss,tessera.loss.smooth_l1,loss,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,unsupported,device_verified_jit,device_verified_jit,absent,absent,absent,
smooth_l1_loss,tessera.loss.smooth_l1,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,device_verified_jit,device_verified_jit,absent,absent,absent,
vlb_loss,tessera.loss.vlb,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
vlb_loss,tessera.loss.vlb,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
z_loss,tessera.loss.z_loss,loss,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
z_loss,tessera.loss.z_loss,loss,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
linear_general,tessera.linear_general,model_layer,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,unsupported,device_verified_jit,absent,absent,absent,
linear_general,tessera.linear_general,model_layer,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,unsupported,device_verified_jit,absent,absent,absent,
linear_general,tessera.linear_general,model_layer,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,artifact_only,unsupported,absent,absent,absent,
moe,tessera.moe,moe,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
moe,tessera.moe,moe,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_jit,absent,device_verified_jit,absent,absent,absent,
moe_combine,tessera.moe_combine,moe_transport,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
moe_combine,tessera.moe_combine,moe_transport,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,device_verified_jit,absent,absent,absent,absent,absent,
moe_dispatch,tessera.moe_dispatch,moe_transport,yes,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,unsupported,absent,absent,absent,absent,absent,tile/physical/direct_test
moe_dispatch,tessera.moe_dispatch,moe_transport,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,legal_only,reference,device_verified_jit,absent,absent,absent,absent,absent,
entmax15,tessera.entmax15,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
entmax15,tessera.entmax15,normalization,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
group_norm,tessera.group_norm,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
group_norm,tessera.group_norm,normalization,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
gumbel_softmax,tessera.gumbel_softmax,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
gumbel_softmax,tessera.gumbel_softmax,normalization,no,fp32,fp32,fp32,public,registered,complete,reference,reference,legal_only,reference,absent,absent,absent,absent,absent,absent,physical/direct_test
instance_norm,tessera.instance_norm,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
instance_norm,tessera.instance_norm,normalization,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
layer_norm,tessera.layer_norm,normalization,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
layer_norm,tessera.layer_norm,normalization,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
layer_norm,tessera.layer_norm,normalization,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_abi,device_verified_jit,device_verified_jit,absent,absent,absent,
perturbed_argmax,tessera.perturbed_argmax,normalization,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,legal_only,unsupported,absent,absent,absent,absent,absent,absent,tile/physical/direct_test
