op,graph_name,family,tsol,dtype,physical_storage,accumulators,frontend,graph_ir,schedule_ir,tile_ir,cpu,x86,apple_cpu,apple_gpu,nvidia_sm120,rocm_gfx1151,rocm_gfx1200,rocm_gfx1250,rocm_gfx1251,gaps
rsqrt,tessera.rsqrt,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
rsqrt,tessera.rsqrt,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
score_combine,tessera.score_combine,elementwise,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,absent,absent,absent,tile/physical/direct_test
score_combine,tessera.score_combine,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,fused,artifact_only,device_verified_jit,absent,absent,absent,
sigmoid,tessera.sigmoid,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sigmoid,tessera.sigmoid,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sigmoid,tessera.sigmoid,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
silu,tessera.silu,elementwise,yes,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,unsupported,device_verified_jit,absent,absent,absent,
silu,tessera.silu,elementwise,yes,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,device_verified_abi,unsupported,device_verified_jit,absent,absent,absent,
silu,tessera.silu,elementwise,yes,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,device_verified_abi,artifact_only,device_verified_jit,absent,absent,absent,
silu_mul,tessera.silu_mul,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,unsupported,device_verified_jit,absent,absent,absent,
silu_mul,tessera.silu_mul,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,unsupported,device_verified_jit,absent,absent,absent,
silu_mul,tessera.silu_mul,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,artifact_only,device_verified_jit,absent,absent,absent,
sin,tessera.sin,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sin,tessera.sin,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sin,tessera.sin,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
sinh,tessera.sinh,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sinh,tessera.sinh,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sinh,tessera.sinh,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
softcap,tessera.softcap,elementwise,no,bf16,bf16,fp32,public,registered,complete,planned,unsupported,unsupported,unsupported,absent,absent,unsupported,absent,absent,absent,tile/physical/direct_test
softcap,tessera.softcap,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
softplus,tessera.softplus,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
softplus,tessera.softplus,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
softplus,tessera.softplus,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
sqrt,tessera.sqrt,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sqrt,tessera.sqrt,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sqrt,tessera.sqrt,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
sub,tessera.sub,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sub,tessera.sub,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
sub,tessera.sub,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
tan,tessera.tan,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
tan,tessera.tan,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
tan,tessera.tan,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
tanh,tessera.tanh,elementwise,no,bf16,bf16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
tanh,tessera.tanh,elementwise,no,fp16,fp16,fp32,public,registered,complete,fused,unsupported,unsupported,unsupported,absent,absent,device_verified_jit,absent,absent,absent,
tanh,tessera.tanh,elementwise,no,fp32,fp32,fp32,public,registered,complete,fused,reference,device_verified_jit,reference,absent,absent,device_verified_jit,absent,absent,absent,
ebm_bivector_langevin,tessera.ebm_bivector_langevin,energy_based_models,no,bf16,bf16,,public,not_applicable,not_applicable,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_bivector_langevin,tessera.ebm_bivector_langevin,energy_based_models,no,fp16,fp16,,public,not_applicable,not_applicable,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
ebm_bivector_langevin,tessera.ebm_bivector_langevin,energy_based_models,no,fp32,fp32,,public,not_applicable,not_applicable,fused,absent,fused,reference,fused,absent,device_verified_jit,absent,absent,absent,
ebm_bivector_langevin,tessera.ebm_bivector_langevin,energy_based_models,no,fp64,fp64,,public,not_applicable,not_applicable,reference,absent,unsupported,reference,unsupported,absent,unsupported,absent,absent,absent,physical/direct_test
ebm_decode_init,tessera.ebm_decode_init,energy_based_models,no,bf16,bf16,,public,not_applicable,complete,planned,absent,unsupported,unsupported,unsupported,absent,unsupported,absent,absent,absent,tile/physical/direct_test
